comment_id,translated_comment_text,like_count,search_query,label,concatenated_text,sentiment_label,sentiment_score,named_entities,num_named_entities,cluster
4659,Bullshit Castro criminal!,0,France Castro,C,France Castro: Bullshit Castro criminal!,LABEL_0,0.6236089468002319,"[('France', 'GPE'), ('Castro', 'PERSON'), ('Bullshit Castro', 'PERSON')]",3,14
4662,-boycott castro!!!,3,France Castro,C,France Castro: -boycott castro!!!,LABEL_0,0.6921927332878113,"[('France', 'GPE'), ('Castro', 'PERSON'), ('-boycott castro', 'PERSON')]",3,14
4649,You are afraid of stealing 😂😂😂😂,0,France Castro,C,France Castro: You are afraid of stealing 😂😂😂😂,LABEL_0,0.685324490070343,"[('France', 'GPE'), ('Castro', 'PERSON')]",2,5
4652,"What happened to Castro, delete CF. ",0,France Castro,C,"France Castro: What happened to Castro, delete CF. ",LABEL_0,0.7408034801483154,"[('France Castro', 'PERSON'), ('Castro', 'PERSON')]",2,14
4648,Wow the confidential fund does not invest the OVP's confidential fund to blame?  ,0,France Castro,C,France Castro: Wow the confidential fund does not invest the OVP's confidential fund to blame?  ,LABEL_0,0.6830562353134155,"[('France Castro', 'PERSON'), ('OVP', 'ORG')]",2,13
4650,Money is just your hearings. ,0,France Castro,C,France Castro: Money is just your hearings. ,LABEL_0,0.6420043110847473,"[('France', 'GPE'), ('Castro', 'PERSON')]",2,14
4651,Why is it so free ...,0,France Castro,C,France Castro: Why is it so free ...,LABEL_0,0.6119972467422485,"[('France', 'GPE'), ('Castro', 'PERSON')]",2,14
4653,"You don't have the right to ask, 😂😂c Vp.Sarah just ask and ask.😂I know this",0,France Castro,C,"France Castro: You don't have the right to ask, 😂😂c Vp.Sarah just ask and ask.😂I know this",LABEL_0,0.6851632595062256,"[('France', 'GPE'), ('Castro', 'PERSON'), ('Sarah', 'PERSON')]",3,14
4671,Fight gogo president Sarah majority of filipinos susuporta sa you you're the best,0,France Castro,C,France Castro: Fight gogo president Sarah majority of filipinos susuporta sa you you're the best,LABEL_0,0.6290081739425659,"[('France', 'GPE'), ('Castro', 'PERSON'), ('Sarah', 'PERSON'), ('filipinos', 'NORP'), ('susuporta', 'GPE')]",5,14
4656,"Ah ahead of time now you are annoyed to talk about the confidential fund but to Sarah, you told me to hear a hearing, crazy, crazy, liars, thieves, you are going to be a doctor, you are no longer a doctor.",0,France Castro,C,"France Castro: Ah ahead of time now you are annoyed to talk about the confidential fund but to Sarah, you told me to hear a hearing, crazy, crazy, liars, thieves, you are going to be a doctor, you are no longer a doctor.",LABEL_0,0.6429638862609863,"[('France', 'GPE'), ('Castro', 'PERSON'), ('Sarah', 'PERSON')]",3,13
4658,"There is so much stolen in this admin and the cause of the country's continued suffering, you still have nothing to do, so much of the country passing through the country that you do not have the cause of our suffering, not eating 3 times a ",0,France Castro,C,"France Castro: There is so much stolen in this admin and the cause of the country's continued suffering, you still have nothing to do, so much of the country passing through the country that you do not have the cause of our suffering, not eating 3 times a ",LABEL_0,0.7119165062904358,"[('France Castro', 'PERSON'), ('3', 'CARDINAL')]",2,4
4672,Don't hide it. ,0,France Castro,C,France Castro: Don't hide it. ,LABEL_0,0.6819785833358765,"[('France Castro', 'PERSON')]",1,5
4655,"What is your job for you to have billion, million resources and property?",0,France Castro,C,"France Castro: What is your job for you to have billion, million resources and property?",LABEL_0,0.638754665851593,"[('France Castro', 'PERSON'), ('billion, million', 'MONEY')]",2,13
4670,DPAT PUBLIC ALL POLITICIANS TO DRUGS TEST PRA I KNOW WHO POLITICIANS USE SHABU OR DRAWS,0,France Castro,C,France Castro: DPAT PUBLIC ALL POLITICIANS TO DRUGS TEST PRA I KNOW WHO POLITICIANS USE SHABU OR DRAWS,LABEL_0,0.641994059085846,"[('France Castro', 'PERSON')]",1,14
4669,Fight VP Inday I hope,0,France Castro,C,France Castro: Fight VP Inday I hope,LABEL_0,0.5955584049224854,"[('France', 'GPE'), ('Castro', 'PERSON')]",2,14
4667,Go vice president,0,France Castro,C,France Castro: Go vice president,LABEL_0,0.6579676270484924,"[('France', 'GPE'), ('Castro', 'PERSON')]",2,14
4668,Hope everyone from the president to the captain,0,France Castro,C,France Castro: Hope everyone from the president to the captain,LABEL_0,0.6518521308898926,"[('France', 'GPE'), ('Castro', 'PERSON')]",2,5
3107,Why is this kind of person always criticized because of envy or they think more cla? ,0,Manny Pacquiao,A,Manny Pacquiao: Why is this kind of person always criticized because of envy or they think more cla? ,LABEL_0,0.6897541880607605,"[('Manny Pacquiao', 'PERSON')]",1,5
6435,What happened to you now now,1,Willie Ong,A,Willie Ong: What happened to you now now,LABEL_0,0.5860034823417664,"[('Willie Ong', 'PERSON')]",1,5
2888,Wow the version also comes from the stream ❤,0,Manny Pacquiao,A,Manny Pacquiao: Wow the version also comes from the stream ❤,LABEL_1,0.5246303677558899,"[('Manny Pacquiao', 'PERSON')]",1,20
2862,You wait for the people if you want more.,0,Imee Marcos,A,Imee Marcos: You wait for the people if you want more.,LABEL_0,0.710774302482605,"[('Imee Marcos', 'PERSON')]",1,5
2861,Silent is dangerous,0,Imee Marcos,A,Imee Marcos: Silent is dangerous,LABEL_0,0.6501977443695068,"[('Imee Marcos', 'PERSON')]",1,5
2887,The good of the two ❤,0,Manny Pacquiao,A,Manny Pacquiao: The good of the two ❤,LABEL_0,0.5773141384124756,"[('Manny Pacquiao', 'PERSON'), ('two', 'CARDINAL')]",2,5
3580,BBM is more worst than his father. At least somehow his father did something good in our country not like him who only tortures the country and filipinos.,0,Tito Sotto,A,Tito Sotto: BBM is more worst than his father. At least somehow his father did something good in our country not like him who only tortures the country and filipinos.,LABEL_0,0.7070293426513672,"[('Tito Sotto', 'PERSON'), ('filipinos', 'NORP')]",2,4
4687,All candidates need to be enacted in any Govt position and to have a go to the Govt and the Filipinos to safely,0,France Castro,C,France Castro: All candidates need to be enacted in any Govt position and to have a go to the Govt and the Filipinos to safely,LABEL_0,0.7394694685935974,"[('France Castro', 'PERSON'), ('Govt', 'ORG'), ('Govt', 'ORG'), ('Filipinos', 'NORP')]",4,14
4696,"Quadcom I admire you, I am one of your avid followers but when I come to the PRRD I am disappointed that I choose you?",0,France Castro,C,"France Castro: Quadcom I admire you, I am one of your avid followers but when I come to the PRRD I am disappointed that I choose you?",LABEL_0,0.6360712647438049,"[('France Castro', 'PERSON'), ('Quadcom', 'PERSON'), ('one', 'CARDINAL')]",3,4
4690,VP DU30 is right .. 👍🏼 ..,0,France Castro,C,France Castro: VP DU30 is right .. 👍🏼 ..,LABEL_0,0.6993417143821716,"[('France', 'GPE'), ('Castro', 'PERSON')]",2,5
4695,Politics 😅 pambas loslos,0,France Castro,C,France Castro: Politics 😅 pambas loslos,LABEL_0,0.6477595567703247,"[('France', 'GPE'), ('Castro', 'PERSON')]",2,8
4697,Hahaha laughs so much 😂😂 I hope FPRD's situation is in the situation.,0,France Castro,C,France Castro: Hahaha laughs so much 😂😂 I hope FPRD's situation is in the situation.,LABEL_0,0.6699817776679993,"[('France', 'GPE'), ('Castro', 'PERSON'), ('Hahaha', 'PERSON')]",3,19
4698,"We are tired of garbage investigations, you will work well, life is hard !!!!",0,France Castro,C,"France Castro: We are tired of garbage investigations, you will work well, life is hard !!!!",LABEL_0,0.7561875581741333,"[('France Castro', 'PERSON')]",1,14
4688,"All politicians should go to drugtest, hair pollicule test, nuerotest from President, VP, Senators, Congressmen, Governors",0,France Castro,C,"France Castro: All politicians should go to drugtest, hair pollicule test, nuerotest from President, VP, Senators, Congressmen, Governors",LABEL_0,0.7495326399803162,"[('France Castro', 'PERSON')]",1,15
4689,"VP Duterte's suggestion is simplifies that all candidates should be drug testing from Senators, Congrrssman to Barangay Officials",0,France Castro,C,"France Castro: VP Duterte's suggestion is simplifies that all candidates should be drug testing from Senators, Congrrssman to Barangay Officials",LABEL_0,0.7389439344406128,"[('France', 'GPE'), ('Castro', 'PERSON'), (""VP Duterte's"", 'ORG'), ('Congrrssman', 'PERSON'), ('Barangay', 'ORG')]",5,15
4691,"As voters i demand to all candidates, congressmen, senators and even the president to go FOLLICLE DRUG TEST.",0,France Castro,C,"France Castro: As voters i demand to all candidates, congressmen, senators and even the president to go FOLLICLE DRUG TEST.",LABEL_0,0.7133524417877197,"[('France Castro', 'PERSON')]",1,15
2982,Karmaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa because aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa .. aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa .. aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa .. aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa ..,1,Manny Pacquiao,A,Manny Pacquiao: Karmaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa because aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa .. aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa .. aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa .. aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa ..,LABEL_0,0.7214809656143188,"[('Manny Pacquiao', 'PERSON'), ('Karmaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa', 'GPE')]",2,5
4693,BBM's puppy all of you.,0,France Castro,C,France Castro: BBM's puppy all of you.,LABEL_0,0.5662000179290771,"[('France Castro', 'PERSON'), ('BBM', 'ORG')]",2,5
4692,You are the only one who is OK with us with iron.,0,France Castro,C,France Castro: You are the only one who is OK with us with iron.,LABEL_0,0.6633555293083191,"[('France', 'GPE'), ('Castro', 'PERSON')]",2,5
4718,Are Filipinos? ,1,France Castro,C,France Castro: Are Filipinos? ,LABEL_0,0.6721757054328918,"[('France', 'GPE'), ('Castro', 'PERSON'), ('Filipinos', 'NORP')]",3,14
4714,"Look at this ""Huwad"" Comm really scrited to prioritize NPA terrorists to opening statement. ",0,France Castro,C,"France Castro: Look at this ""Huwad"" Comm really scrited to prioritize NPA terrorists to opening statement. ",LABEL_0,0.744989275932312,"[('France', 'GPE'), ('Castro', 'PERSON'), ('Huwad"" Comm', 'WORK_OF_ART'), ('NPA', 'ORG')]",4,19
4717,Duterte the best,0,France Castro,C,France Castro: Duterte the best,LABEL_0,0.6756501793861389,"[('France', 'GPE'), ('Castro', 'PERSON')]",2,5
4712,Our cousin's addict has changed. ,0,France Castro,C,France Castro: Our cousin's addict has changed. ,LABEL_0,0.7002953886985779,"[('France Castro', 'PERSON')]",1,5
4713,"Aren't you France Castro convicted that in court should be jailed, you are still in the congress that should be raised in a kidnaping case?",0,France Castro,C,"France Castro: Aren't you France Castro convicted that in court should be jailed, you are still in the congress that should be raised in a kidnaping case?",LABEL_0,0.6946367025375366,"[('France', 'GPE'), ('Castro', 'PERSON'), ('France Castro', 'PERSON'), ('congress', 'ORG')]",4,14
4715,You want to be an investigator and a court! ,0,France Castro,C,France Castro: You want to be an investigator and a court! ,LABEL_0,0.6414770483970642,"[('France', 'GPE'), ('Castro', 'PERSON')]",2,18
4716,You are also in Congress. You have a rapist jan with a kukot jan. Romualdez's bribe from the people's money. Child abuser jan.,0,France Castro,C,France Castro: You are also in Congress. You have a rapist jan with a kukot jan. Romualdez's bribe from the people's money. Child abuser jan.,LABEL_0,0.6926791071891785,"[('France', 'GPE'), ('Castro', 'PERSON'), ('Congress', 'ORG'), ('Romualdez', 'GPE')]",4,13
4719,Members of the NPA terrorist are now on Tambalustay's NPA terrorist. ,0,France Castro,C,France Castro: Members of the NPA terrorist are now on Tambalustay's NPA terrorist. ,LABEL_0,0.7282309532165527,"[('France Castro', 'PERSON'), ('NPA', 'ORG'), ('Tambalustay', 'GPE')]",3,17
3584,What is that question again and again,0,Tito Sotto,A,Tito Sotto: What is that question again and again,LABEL_0,0.6343773007392883,"[('Tito Sotto', 'PERSON')]",1,5
3772,"C Hontiveros wants to be a lawyer at the same time, is judge. ",1,Francis Tolentino,A,"Francis Tolentino: C Hontiveros wants to be a lawyer at the same time, is judge. ",LABEL_0,0.7352646589279175,"[('Francis Tolentino', 'PERSON'), ('C Hontiveros', 'ORG')]",2,16
4731,Hopefully the flood and storm will stop at the hearing of the Tuwad Comm.,0,France Castro,C,France Castro: Hopefully the flood and storm will stop at the hearing of the Tuwad Comm.,LABEL_0,0.6588308811187744,"[('France', 'GPE'), ('Castro', 'PERSON'), ('the Tuwad Comm', 'EVENT')]",3,0
4732,King the pollolitic,0,France Castro,C,France Castro: King the pollolitic,LABEL_0,0.5533022880554199,"[('France', 'GPE'), ('Castro', 'PERSON')]",2,5
4738,Haha dismaya are you just fine. ,0,France Castro,C,France Castro: Haha dismaya are you just fine. ,LABEL_0,0.6069135665893555,"[('France', 'GPE'), ('Castro', 'PERSON')]",2,5
4741,Prrd we love ... you will not succeed ... stupid.,0,France Castro,C,France Castro: Prrd we love ... you will not succeed ... stupid.,LABEL_0,0.6896982192993164,"[('France', 'GPE'), ('Castro', 'PERSON')]",2,14
4735,President Duterte has every right not to come to the quadcomm hearing because he is now a private citizen and besides it's none of your business,0,France Castro,C,France Castro: President Duterte has every right not to come to the quadcomm hearing because he is now a private citizen and besides it's none of your business,LABEL_0,0.6936784982681274,"[('France Castro', 'PERSON'), ('Duterte', 'PERSON')]",2,0
4737,The many rebilds in government only in the phillipnes,0,France Castro,C,France Castro: The many rebilds in government only in the phillipnes,LABEL_0,0.5797684788703918,"[('France Castro', 'PERSON')]",1,5
4739,PRRD we love you..,0,France Castro,C,France Castro: PRRD we love you..,LABEL_0,0.621980607509613,"[('France Castro', 'PERSON')]",1,14
4740,all nxt vote hndi na you win.mhal kami prrd ... just you.,0,France Castro,C,France Castro: all nxt vote hndi na you win.mhal kami prrd ... just you.,LABEL_0,0.7183148860931396,"[('France Castro', 'PERSON'), ('kami', 'GPE')]",2,6
4736,Mindanao support Duterte. Fortunate to deprive the drugs of druglord,0,France Castro,C,France Castro: Mindanao support Duterte. Fortunate to deprive the drugs of druglord,LABEL_0,0.7043343186378479,"[('France', 'GPE'), ('Castro', 'PERSON'), ('Mindanao', 'PERSON'), ('Duterte', 'GPE'), ('druglord', 'GPE')]",5,14
4749,"Where is 17b pesos ?? 😂😂😂
",0,France Castro,C,"France Castro: Where is 17b pesos ?? 😂😂😂
",LABEL_0,0.7289183735847473,"[('France', 'GPE'), ('Castro', 'PERSON'), ('17b', 'DATE')]",3,14
4752,"Gebetic in origin , dna of the crocs.

Heredity of living and non-living matters.",0,France Castro,C,"France Castro: Gebetic in origin , dna of the crocs.

Heredity of living and non-living matters.",LABEL_0,0.6248984336853027,"[('France', 'GPE'), ('Castro', 'PERSON')]",2,4
4745,NPAs and druglords forces forces to harm Digong hahaha do you want you to be more embarrassed in society,0,France Castro,C,France Castro: NPAs and druglords forces forces to harm Digong hahaha do you want you to be more embarrassed in society,LABEL_0,0.7302336096763611,"[('France Castro', 'PERSON'), ('NPAs', 'GPE'), ('Digong', 'GPE')]",3,14
4748,LGI kc kc binulbtsa nya den the nxtyear again ung lacking ihabuno nya..kin nya in present year ung of previous year to cover up😂😂😂,0,France Castro,C,France Castro: LGI kc kc binulbtsa nya den the nxtyear again ung lacking ihabuno nya..kin nya in present year ung of previous year to cover up😂😂😂,LABEL_0,0.7250677943229675,"[('France', 'GPE'), ('Castro', 'PERSON'), ('LGI', 'ORG'), ('kin nya', 'PERSON'), ('previous year', 'DATE')]",5,13
4750,The hardships of Nu jn are d you prepare f someone will be questioning d nu sagutut ng correct..bravo cong.bernadeth❤❤,0,France Castro,C,France Castro: The hardships of Nu jn are d you prepare f someone will be questioning d nu sagutut ng correct..bravo cong.bernadeth❤❤,LABEL_0,0.6744349002838135,"[('France Castro', 'PERSON')]",1,13
4751,The harbi sut,0,France Castro,C,France Castro: The harbi sut,LABEL_0,0.5400416851043701,"[('France Castro', 'PERSON')]",1,5
4729,Bogok Ka Castro Duterte Is The One,0,France Castro,C,France Castro: Bogok Ka Castro Duterte Is The One,LABEL_1,0.5023029446601868,"[('France', 'GPE'), ('Castro', 'PERSON'), ('Bogok Ka Castro', 'PERSON'), ('One', 'CARDINAL')]",4,14
4730,"All right, you don't want to enjoy it, you don't want Duterte because it is a joke.",0,France Castro,C,"France Castro: All right, you don't want to enjoy it, you don't want Duterte because it is a joke.",LABEL_0,0.6805598139762878,"[('France Castro', 'PERSON')]",1,5
3049,Ride safe idol,0,Manny Pacquiao,A,Manny Pacquiao: Ride safe idol,LABEL_0,0.6150797605514526,"[('Manny Pacquiao:', 'PERSON')]",1,20
4723,White inamo old looks like money,0,France Castro,C,France Castro: White inamo old looks like money,LABEL_0,0.657677412033081,"[('France Castro', 'PERSON')]",1,5
4724,Unfortunately taxed by the Duterte admin. ,1,France Castro,C,France Castro: Unfortunately taxed by the Duterte admin. ,LABEL_0,0.6058427691459656,"[('France', 'GPE'), ('Castro', 'PERSON'), ('Duterte', 'GPE')]",3,5
4727,Find a solution to the hunger of the city you are ..,0,France Castro,C,France Castro: Find a solution to the hunger of the city you are ..,LABEL_0,0.6605774164199829,"[('France Castro', 'PERSON')]",1,5
4725,"In this are all croz, very clear very clear",1,France Castro,C,"France Castro: In this are all croz, very clear very clear",LABEL_0,0.6160429120063782,"[('France', 'GPE'), ('Castro', 'PERSON')]",2,5
4726,"Mam castro why prrd i contempt, kayu is convicted?  ",0,France Castro,C,"France Castro: Mam castro why prrd i contempt, kayu is convicted?  ",LABEL_0,0.646053671836853,"[('France Castro', 'PERSON'), ('Mam castro', 'PERSON')]",2,14
4728,You are crazy and you are crazy.,0,France Castro,C,France Castro: You are crazy and you are crazy.,LABEL_0,0.6681855320930481,"[('France', 'GPE'), ('Castro', 'PERSON')]",2,5
4722,𝑃𝑎𝑔 𝑑𝑢𝑡𝑒𝑟𝑡𝑒 𝑎𝑑𝑚𝑖𝑛𝑖𝑠𝑡𝑟𝑎𝑡𝑖𝑜𝑛 𝑚𝑎𝑙𝑎𝑚𝑎𝑛𝑔 𝑏𝑎𝑏𝑎𝑙𝑖𝑘𝑡𝑎𝑑 𝐴𝑛𝑔 𝑙𝑎ℎ𝑎𝑡 𝑎𝑠𝑎𝑛 𝑛𝑎 𝐴𝑛𝑔 𝑝𝑒𝑟𝑎 𝑛𝑎 𝑛𝑎𝑤𝑎𝑙𝑎 𝑑𝑖𝑦𝑜𝑛𝑔 𝐾𝑜𝑛𝑔 𝑎𝑛𝑜 𝑎𝑛𝑜 𝑚𝑔𝑎 𝑝𝑖𝑛𝑎𝑔 𝑖𝑚𝑏𝑖𝑠𝑡𝑖𝑔𝑎 𝑛𝑦𝑜 𝑛𝑦𝑜,0,France Castro,C,France Castro: 𝑃𝑎𝑔 𝑑𝑢𝑡𝑒𝑟𝑡𝑒 𝑎𝑑𝑚𝑖𝑛𝑖𝑠𝑡𝑟𝑎𝑡𝑖𝑜𝑛 𝑚𝑎𝑙𝑎𝑚𝑎𝑛𝑔 𝑏𝑎𝑏𝑎𝑙𝑖𝑘𝑡𝑎𝑑 𝐴𝑛𝑔 𝑙𝑎ℎ𝑎𝑡 𝑎𝑠𝑎𝑛 𝑛𝑎 𝐴𝑛𝑔 𝑝𝑒𝑟𝑎 𝑛𝑎 𝑛𝑎𝑤𝑎𝑙𝑎 𝑑𝑖𝑦𝑜𝑛𝑔 𝐾𝑜𝑛𝑔 𝑎𝑛𝑜 𝑎𝑛𝑜 𝑚𝑔𝑎 𝑝𝑖𝑛𝑎𝑔 𝑖𝑚𝑏𝑖𝑠𝑡𝑖𝑔𝑎 𝑛𝑦𝑜 𝑛𝑦𝑜,LABEL_0,0.535997211933136,"[('France', 'GPE'), ('Castro', 'PERSON'), ('𝐾𝑜𝑛𝑔 𝑎𝑛𝑜 𝑎𝑛𝑜', 'PERSON')]",3,5
1901,"Meaning, Sharon is really good at acting, Cristy convinced her that she was pleased with the reporter that I was in a while to be alone but still left. ",0,Kiko Pangilinan,C,"Kiko Pangilinan: Meaning, Sharon is really good at acting, Cristy convinced her that she was pleased with the reporter that I was in a while to be alone but still left. ",LABEL_0,0.7253857851028442,"[('Kiko Pangilinan', 'PERSON'), ('Sharon', 'PERSON'), ('Cristy', 'PERSON')]",3,14
1966,Ok to kill 🎉🎉🎉🎉,0,Kiko Pangilinan,C,Kiko Pangilinan: Ok to kill 🎉🎉🎉🎉,LABEL_0,0.5926598310470581,"[('Kiko Pangilinan', 'PERSON'), ('🎉🎉🎉🎉', 'EVENT')]",2,5
3277,No more Game,0,Bong Revilla,A,Bong Revilla: No more Game,LABEL_0,0.5477399826049805,[],0,5
3793,Well said sir Tolentino .. The Senate hearing hearing hearing hearing is like Kangaroo Court,2,Francis Tolentino,A,Francis Tolentino: Well said sir Tolentino .. The Senate hearing hearing hearing hearing is like Kangaroo Court,LABEL_0,0.6409052610397339,"[('Francis Tolentino', 'PERSON'), ('Tolentino', 'PERSON'), ('Senate', 'ORG'), ('Kangaroo Court', 'ORG')]",4,0
3775,There is still apple,0,Francis Tolentino,A,Francis Tolentino: There is still apple,LABEL_0,0.680862307548523,"[('Francis Tolentino', 'PERSON')]",1,5
3777,Nku tol papogi points ka na nmn.,2,Francis Tolentino,A,Francis Tolentino: Nku tol papogi points ka na nmn.,LABEL_0,0.5787216424942017,"[('Francis Tolentino', 'PERSON'), ('Nku', 'ORG')]",2,20
3779,Feling Abogago because,2,Francis Tolentino,A,Francis Tolentino: Feling Abogago because,LABEL_0,0.5604475140571594,"[('Francis Tolentino', 'PERSON'), ('Feling Abogago', 'PERSON')]",2,5
3780,Hindikana will win I will not vote for you Duterte's dog,1,Francis Tolentino,A,Francis Tolentino: Hindikana will win I will not vote for you Duterte's dog,LABEL_0,0.6736297011375427,"[('Francis Tolentino', 'PERSON'), ('Hindikana', 'PERSON'), ('Duterte', 'GPE')]",3,5
3773,Haha election again Sen. ,1,Francis Tolentino,A,Francis Tolentino: Haha election again Sen. ,LABEL_0,0.759366512298584,"[('Francis Tolentino', 'PERSON')]",1,5
3774,Alam muna Senator R. Hontiveros who's in your side. CONTINUE GOD BE WITHYOU ALWAYS.,1,Francis Tolentino,A,Francis Tolentino: Alam muna Senator R. Hontiveros who's in your side. CONTINUE GOD BE WITHYOU ALWAYS.,LABEL_0,0.736498236656189,"[('Francis Tolentino', 'PERSON'), ('Alam', 'PERSON'), ('R. Hontiveros', 'PERSON')]",3,16
3776,"Is there a criminal to admit? 'You just use a minor and you will not be saved by your religion, you are Apollo!",1,Francis Tolentino,A,"Francis Tolentino: Is there a criminal to admit? 'You just use a minor and you will not be saved by your religion, you are Apollo!",LABEL_0,0.643970251083374,"[('Francis Tolentino', 'PERSON'), ('Apollo', 'ORG')]",2,5
3794,"That is what hontiviruz should have ,,, eh personalan that's what hontiviruz does ,,, he's the only one at the hearing ,,,,,, the other senator did not show ,,,,, Tolintino is leaving, too ,,,",1,Francis Tolentino,A,"Francis Tolentino: That is what hontiviruz should have ,,, eh personalan that's what hontiviruz does ,,, he's the only one at the hearing ,,,,,, the other senator did not show ,,,,, Tolintino is leaving, too ,,,",LABEL_0,0.7292643189430237,"[('Francis Tolentino', 'PERSON'), ('Tolintino', 'PERSON')]",2,5
4783,Just ask Cong Marcoleta and Sec Remulla why have Miss Castro been convected,2,France Castro,C,France Castro: Just ask Cong Marcoleta and Sec Remulla why have Miss Castro been convected,LABEL_0,0.6151292324066162,"[('France Castro', 'PERSON'), ('Cong Marcoleta', 'PERSON'), ('Sec Remulla', 'PERSON'), ('Castro', 'PERSON')]",4,13
4781,Are you a particular boy?,1,France Castro,C,France Castro: Are you a particular boy?,LABEL_0,0.5761498212814331,"[('France', 'GPE'), ('Castro', 'PERSON')]",2,5
4778,France Castro. ,0,France Castro,C,France Castro: France Castro. ,LABEL_0,0.6550078392028809,"[('France', 'GPE'), ('Castro', 'PERSON'), ('France Castro', 'PERSON')]",3,14
4808,-Who are you to blame the funding especially the funds of the VP of the Phils.Castro !!!,1,France Castro,C,France Castro: -Who are you to blame the funding especially the funds of the VP of the Phils.Castro !!!,LABEL_0,0.6518779397010803,"[('France Castro', 'PERSON'), ('Phils', 'PRODUCT'), ('Castro', 'PERSON')]",3,13
4775,"Thia SCRIPT'HA,HA,HAXXXXXXXXX",0,France Castro,C,"France Castro: Thia SCRIPT'HA,HA,HAXXXXXXXXX",LABEL_0,0.6387892961502075,"[('France', 'GPE'), ('Castro', 'PERSON')]",2,5
4810,-Castro nkk sawa kn pure k confidential funds !!!,1,France Castro,C,France Castro: -Castro nkk sawa kn pure k confidential funds !!!,LABEL_0,0.6529847383499146,"[('France', 'GPE'), ('Castro', 'PERSON')]",2,13
3072,He was shock because he knew he lost all about the $$$$,2,Manny Pacquiao,A,Manny Pacquiao: He was shock because he knew he lost all about the $$$$,LABEL_1,0.5048916935920715,"[('Manny Pacquiao', 'PERSON'), ('$$$$', 'MONEY')]",2,5
3066,"Senator pacquiao , the best fighter",10,Manny Pacquiao,A,"Manny Pacquiao: Senator pacquiao , the best fighter",LABEL_0,0.751676082611084,"[('Manny Pacquiao', 'PERSON')]",1,8
4800,"You Castro who are you cheating on,",0,France Castro,C,"France Castro: You Castro who are you cheating on,",LABEL_0,0.6696675419807434,"[('France', 'GPE'), ('Castro', 'PERSON'), ('Castro', 'PERSON')]",3,14
4796,"That's simple Castro, if you can't accept it, you don't accept it, the important thing is the COA.",2,France Castro,C,"France Castro: That's simple Castro, if you can't accept it, you don't accept it, the important thing is the COA.",LABEL_0,0.6971064805984497,"[('France Castro', 'PERSON'), ('Castro', 'PERSON'), ('COA', 'ORG')]",3,14
4773,Castro convicted on child abuse should be in Kulongan the Punta,0,France Castro,C,France Castro: Castro convicted on child abuse should be in Kulongan the Punta,LABEL_0,0.6296250820159912,"[('France Castro', 'PERSON'), ('Castro', 'PERSON'), ('Kulongan', 'GPE'), ('Punta', 'GPE')]",4,14
